timestamp,tradingsymbol,transaction_type,quantity,average_price,order_status,order_id,SeqNo,PL_RATE,PL_AMOUNT,P&L Time,timestamp_gmt,suffix,Order_Time_Line,Long_Short_Line,Order_Line,PL_Line,PL_Callout,PL_Amt
1/21/2026 9:17,SENSEX-22Jan2026-82400-CE-NA,BUY,20,249.4,Traded,1.15426E+12,260121_1,,,,1/21/2026 3:47,CE,"t260121_1=timestamp('GMT',2026,1,21,3,47,15)",,"line.new(t260121_1,low,t260121_1,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260121_1?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/21/2026 11:39,SENSEX-22Jan2026-82400-CE-NA,SELL,20,73.8,Traded,1.16426E+14,260121_2,-175.6,-3512,141:56:00,1/21/2026 6:09,CE,"t260121_2=timestamp('GMT',2026,1,21,6,9,11)","line.new(t260121_2,low,t260121_2,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260121_2,low,t260121_2,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260121_2,low,t260121_2,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t260121_2, high * 1.02, text=str.tostring(-175.6), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
1/21/2026 11:56,SENSEX-22Jan2026-81800-PE-NA,BUY,20,425.6,Traded,1.11426E+14,260121_3,,,,1/21/2026 6:26,PE,"t260121_3=timestamp('GMT',2026,1,21,6,26,52)",,"line.new(t260121_3,low,t260121_3,high,xloc.bar_time,extend.both,color.yellow,line.style_solid,2)",,,"plot(time==t260121_3?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/21/2026 12:00,SENSEX-22Jan2026-81800-PE-NA,SELL,20,370,Traded,1.20426E+14,260121_4,-55.6,-1112,3:53,1/21/2026 6:30,PE,"t260121_4=timestamp('GMT',2026,1,21,6,30,45)","line.new(t260121_4,low,t260121_4,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260121_4,low,t260121_4,high,xloc.bar_time,extend.both,color.blue,line.style_solid,1)","line.new(t260121_4,low,t260121_4,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t260121_4, high * 1.02, text=str.tostring(-55.6), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
1/21/2026 12:02,SENSEX-22Jan2026-82400-CE-NA,BUY,100,91.4,Traded,1.18426E+14,260121_5,,,,1/21/2026 6:32,CE,"t260121_5=timestamp('GMT',2026,1,21,6,32,0)",,"line.new(t260121_5,low,t260121_5,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260121_5?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/21/2026 12:04,SENSEX-22Jan2026-82400-CE-NA,SELL,100,115.46,Traded,1.12426E+14,260121_6,24.1,2406,2:53,1/21/2026 6:34,CE,"t260121_6=timestamp('GMT',2026,1,21,6,34,53)","line.new(t260121_6,low,t260121_6,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260121_6,low,t260121_6,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260121_6,low,t260121_6,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260121_6, high * 1.02, text=str.tostring(24.1), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
1/21/2026 12:18,SENSEX-22Jan2026-82400-CE-NA,BUY,80,142.1,Traded,1.12426E+14,260121_7,,,,1/21/2026 6:48,CE,"t260121_7=timestamp('GMT',2026,1,21,6,48,20)",,"line.new(t260121_7,low,t260121_7,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260121_7?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/21/2026 12:21,SENSEX-22Jan2026-82400-CE-NA,SELL,80,163.6375,Traded,1.18426E+14,260121_8,21.5,1723,3:17,1/21/2026 6:51,CE,"t260121_8=timestamp('GMT',2026,1,21,6,51,37)","line.new(t260121_8,low,t260121_8,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260121_8,low,t260121_8,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260121_8,low,t260121_8,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260121_8, high * 1.02, text=str.tostring(21.5), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
1/21/2026 12:41,SENSEX-22Jan2026-82400-CE-NA,BUY,40,287.35,Traded,1.20426E+14,260121_9,,,,1/21/2026 7:11,CE,"t260121_9=timestamp('GMT',2026,1,21,7,11,52)",,"line.new(t260121_9,low,t260121_9,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260121_9?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/21/2026 12:56,SENSEX-22Jan2026-82400-CE-NA,SELL,40,315.25,Traded,1.20426E+14,260121_10,27.9,1116,15:07,1/21/2026 7:26,CE,"t260121_10=timestamp('GMT',2026,1,21,7,26,59)","line.new(t260121_10,low,t260121_10,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260121_10,low,t260121_10,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260121_10,low,t260121_10,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260121_10, high * 1.02, text=str.tostring(27.9), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
