timestamp,tradingsymbol,transaction_type,quantity,average_price,order_status,order_id,SeqNo,PL_RATE,PL_AMOUNT,P&L Time,timestamp_gmt,suffix,Order_Time_Line,Long_Short_Line,Order_Line,PL_Line,PL_Callout,PL_Amt
12/19/2025 9:28,NIFTY-23Dec2025-26000-CE,BUY,75,72.25,Traded,1.31E+12,251219_1,,,,12/19/2025 3:58,CE,"t251219_1=timestamp('GMT',2025,12,19,3,58,3)",,"line.new(t251219_1,low,t251219_1,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t251219_1?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
12/19/2025 9:28,NIFTY-23Dec2025-26000-CE,SELL,75,73.25,Traded,1.21E+12,251219_2,1,75,0:06,12/19/2025 3:58,CE,"t251219_2=timestamp('GMT',2025,12,19,3,58,9)","line.new(t251219_2,low,t251219_2,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t251219_2,low,t251219_2,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t251219_2,low,t251219_2,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t251219_2, high * 1.02, text=str.tostring(1.0), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
12/19/2025 9:31,NIFTY-23Dec2025-26000-CE,BUY,75,84.4,Traded,1.29E+12,251219_3,,,,12/19/2025 4:01,CE,"t251219_3=timestamp('GMT',2025,12,19,4,1,24)",,"line.new(t251219_3,low,t251219_3,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t251219_3?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
12/19/2025 9:33,NIFTY-23Dec2025-26000-CE,SELL,75,80.45,Traded,1.29E+12,251219_4,-4,-296,2:13,12/19/2025 4:03,CE,"t251219_4=timestamp('GMT',2025,12,19,4,3,37)","line.new(t251219_4,low,t251219_4,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t251219_4,low,t251219_4,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t251219_4,low,t251219_4,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t251219_4, high * 1.02, text=str.tostring(-4.0), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
12/19/2025 9:39,NIFTY-23Dec2025-26000-CE,BUY,75,83.2,Traded,1.40E+13,251219_5,,,,12/19/2025 4:09,CE,"t251219_5=timestamp('GMT',2025,12,19,4,9,2)",,"line.new(t251219_5,low,t251219_5,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t251219_5?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
12/19/2025 9:39,NIFTY-23Dec2025-26000-CE,SELL,75,84.45,Traded,1.32E+13,251219_6,1.2,94,0:39,12/19/2025 4:09,CE,"t251219_6=timestamp('GMT',2025,12,19,4,9,41)","line.new(t251219_6,low,t251219_6,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t251219_6,low,t251219_6,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t251219_6,low,t251219_6,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t251219_6, high * 1.02, text=str.tostring(1.2), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
12/19/2025 9:47,NIFTY-23Dec2025-26000-CE,BUY,75,80.45,Traded,1.29E+13,251219_7,,,,12/19/2025 4:17,CE,"t251219_7=timestamp('GMT',2025,12,19,4,17,6)",,"line.new(t251219_7,low,t251219_7,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t251219_7?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
12/19/2025 9:55,NIFTY-23Dec2025-26000-CE,SELL,75,77,Traded,1.15E+13,251219_8,-3.5,-259,8:03,12/19/2025 4:25,CE,"t251219_8=timestamp('GMT',2025,12,19,4,25,9)","line.new(t251219_8,low,t251219_8,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t251219_8,low,t251219_8,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t251219_8,low,t251219_8,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t251219_8, high * 1.02, text=str.tostring(-3.5), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
12/19/2025 9:58,NIFTY-23Dec2025-26000-CE,BUY,75,78.85,Traded,1.36E+13,251219_9,,,,12/19/2025 4:28,CE,"t251219_9=timestamp('GMT',2025,12,19,4,28,42)",,"line.new(t251219_9,low,t251219_9,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t251219_9?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
12/19/2025 10:00,NIFTY-23Dec2025-26000-CE,SELL,75,81.35,Traded,1.16E+13,251219_10,2.5,188,1:45,12/19/2025 4:30,CE,"t251219_10=timestamp('GMT',2025,12,19,4,30,27)","line.new(t251219_10,low,t251219_10,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t251219_10,low,t251219_10,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t251219_10,low,t251219_10,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t251219_10, high * 1.02, text=str.tostring(2.5), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
