timestamp,tradingsymbol,transaction_type,quantity,average_price,order_status,order_id,SeqNo,PL_RATE,PL_AMOUNT,P&L Time,timestamp_gmt,suffix,Order_Time_Line,Long_Short_Line,Order_Line,PL_Line,PL_Callout,PL_Amt
1/19/2026 9:24,NIFTY-20Jan2026-25600-PE-NA,BUY,65,104.05,Traded,1.34226E+12,260119_1,,,,1/19/2026 3:54,PE,"t260119_1=timestamp('GMT',2026,1,19,3,54,33)",,"line.new(t260119_1,low,t260119_1,high,xloc.bar_time,extend.both,color.yellow,line.style_solid,2)",,,"plot(time==t260119_1?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/19/2026 10:04,NIFTY-20Jan2026-25600-PE-NA,SELL,65,131.05,Traded,1.14226E+13,260119_2,27,1755,39:39:00,1/19/2026 4:34,PE,"t260119_2=timestamp('GMT',2026,1,19,4,34,12)","line.new(t260119_2,low,t260119_2,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260119_2,low,t260119_2,high,xloc.bar_time,extend.both,color.blue,line.style_solid,1)","line.new(t260119_2,low,t260119_2,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260119_2, high * 1.02, text=str.tostring(27.0), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
1/19/2026 11:18,NIFTY-20Jan2026-25600-PE-NA,BUY,65,118,Traded,1.34226E+13,260119_3,,,,1/19/2026 5:48,PE,"t260119_3=timestamp('GMT',2026,1,19,5,48,44)",,"line.new(t260119_3,low,t260119_3,high,xloc.bar_time,extend.both,color.yellow,line.style_solid,2)",,,"plot(time==t260119_3?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/19/2026 11:35,NIFTY-20Jan2026-25600-PE-NA,SELL,65,116.8,Traded,1.40226E+13,260119_4,-1.2,-78,17:08,1/19/2026 6:05,PE,"t260119_4=timestamp('GMT',2026,1,19,6,5,52)","line.new(t260119_4,low,t260119_4,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260119_4,low,t260119_4,high,xloc.bar_time,extend.both,color.blue,line.style_solid,1)","line.new(t260119_4,low,t260119_4,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t260119_4, high * 1.02, text=str.tostring(-1.2), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
1/19/2026 12:17,NIFTY-20Jan2026-25600-CE-NA,BUY,130,52.9,Traded,1.13226E+13,260119_5,,,,1/19/2026 6:47,CE,"t260119_5=timestamp('GMT',2026,1,19,6,47,14)",,"line.new(t260119_5,low,t260119_5,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260119_5?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/19/2026 12:18,NIFTY-20Jan2026-25600-CE-NA,SELL,130,59.7,Traded,1.28226E+13,260119_6,6.8,884,0:48,1/19/2026 6:48,CE,"t260119_6=timestamp('GMT',2026,1,19,6,48,2)","line.new(t260119_6,low,t260119_6,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260119_6,low,t260119_6,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260119_6,low,t260119_6,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260119_6, high * 1.02, text=str.tostring(6.8), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
1/19/2026 12:28,NIFTY-20Jan2026-25600-PE-NA,BUY,65,119.6,Traded,1.20226E+13,260119_7,,,,1/19/2026 6:58,PE,"t260119_7=timestamp('GMT',2026,1,19,6,58,32)",,"line.new(t260119_7,low,t260119_7,high,xloc.bar_time,extend.both,color.yellow,line.style_solid,2)",,,"plot(time==t260119_7?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/19/2026 12:28,NIFTY-20Jan2026-25600-PE-NA,BUY,65,117.8,Traded,1.32226E+13,260119_8,,,,1/19/2026 6:58,PE,"t260119_8=timestamp('GMT',2026,1,19,6,58,36)",,"line.new(t260119_8,low,t260119_8,high,xloc.bar_time,extend.both,color.yellow,line.style_solid,2)",,,"plot(time==t260119_8?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/19/2026 12:44,NIFTY-20Jan2026-25600-PE-NA,SELL,130,114,Traded,1.15226E+13,260119_9,-4.7,-611,16:20,1/19/2026 7:14,PE,"t260119_9=timestamp('GMT',2026,1,19,7,14,56)","line.new(t260119_9,low,t260119_9,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260119_9,low,t260119_9,high,xloc.bar_time,extend.both,color.blue,line.style_solid,1)","line.new(t260119_9,low,t260119_9,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t260119_9, high * 1.02, text=str.tostring(-4.7), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
1/19/2026 14:08,NIFTY-20Jan2026-25600-CE-NA,BUY,130,91.75,Traded,1.39226E+13,260119_10,,,,1/19/2026 8:38,CE,"t260119_10=timestamp('GMT',2026,1,19,8,38,29)",,"line.new(t260119_10,low,t260119_10,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260119_10?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
