timestamp,tradingsymbol,transaction_type,quantity,average_price,order_status,order_id,SeqNo,PL_RATE,PL_AMOUNT,P&L Time,timestamp_gmt,suffix,Order_Time_Line,Long_Short_Line,Order_Line,PL_Line,PL_Callout,PL_Amt
2/3/2026 10:16,NIFTY-03Feb2026-25800-CE-NA,BUY,260,65.75,Traded,1.15226E+13,260203_1,,,,2/3/2026 4:46,CE,"t260203_1=timestamp('GMT',2026,2,3,4,46,11)",,"line.new(t260203_1,low,t260203_1,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260203_1?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
2/3/2026 10:22,NIFTY-03Feb2026-25800-CE-NA,SELL,260,89.8,Traded,1.39226E+13,260203_2,24,6253,6:39,2/3/2026 4:52,CE,"t260203_2=timestamp('GMT',2026,2,3,4,52,50)","line.new(t260203_2,low,t260203_2,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260203_2,low,t260203_2,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260203_2,low,t260203_2,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260203_2, high * 1.02, text=str.tostring(24.0), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
2/3/2026 11:32,NIFTY-03Feb2026-25800-CE-NA,BUY,260,99.6,Traded,1.15226E+13,260203_3,,,,2/3/2026 6:02,CE,"t260203_3=timestamp('GMT',2026,2,3,6,2,59)",,"line.new(t260203_3,low,t260203_3,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260203_3?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
2/3/2026 11:33,NIFTY-03Feb2026-25800-CE-NA,SELL,260,104.5875,Traded,1.21226E+13,260203_4,5,1297,0:29,2/3/2026 6:03,CE,"t260203_4=timestamp('GMT',2026,2,3,6,3,28)","line.new(t260203_4,low,t260203_4,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260203_4,low,t260203_4,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260203_4,low,t260203_4,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260203_4, high * 1.02, text=str.tostring(5.0), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
2/3/2026 12:32,NIFTY-03Feb2026-25800-CE-NA,BUY,390,69,Traded,1.16226E+14,260203_5,,,,2/3/2026 7:02,CE,"t260203_5=timestamp('GMT',2026,2,3,7,2,59)",,"line.new(t260203_5,low,t260203_5,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260203_5?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
2/3/2026 12:35,NIFTY-03Feb2026-25800-CE-NA,SELL,390,61.7,Traded,1.26226E+13,260203_6,-7.3,-2847,2:14,2/3/2026 7:05,CE,"t260203_6=timestamp('GMT',2026,2,3,7,5,13)","line.new(t260203_6,low,t260203_6,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260203_6,low,t260203_6,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260203_6,low,t260203_6,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t260203_6, high * 1.02, text=str.tostring(-7.3), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
2/3/2026 12:36,NIFTY-03Feb2026-25700-PE-NA,BUY,65,40.85,Traded,1.21226E+13,260203_7,,,,2/3/2026 7:06,PE,"t260203_7=timestamp('GMT',2026,2,3,7,6,5)",,"line.new(t260203_7,low,t260203_7,high,xloc.bar_time,extend.both,color.yellow,line.style_solid,2)",,,"plot(time==t260203_7?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
2/3/2026 12:38,NIFTY-03Feb2026-25700-PE-NA,SELL,65,32,Traded,1.16226E+14,260203_8,-8.9,-575,2:09,2/3/2026 7:08,PE,"t260203_8=timestamp('GMT',2026,2,3,7,8,14)","line.new(t260203_8,low,t260203_8,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260203_8,low,t260203_8,high,xloc.bar_time,extend.both,color.blue,line.style_solid,1)","line.new(t260203_8,low,t260203_8,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t260203_8, high * 1.02, text=str.tostring(-8.9), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
2/3/2026 12:55,NIFTY-03Feb2026-25800-CE-NA,BUY,390,60.2,Traded,1.31226E+13,260203_9,,,,2/3/2026 7:25,CE,"t260203_9=timestamp('GMT',2026,2,3,7,25,14)",,"line.new(t260203_9,low,t260203_9,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260203_9?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
2/3/2026 12:55,NIFTY-03Feb2026-25800-CE-NA,SELL,390,55,Traded,1.14226E+14,260203_10,-5.2,-2028,0:15,2/3/2026 7:25,CE,"t260203_10=timestamp('GMT',2026,2,3,7,25,29)","line.new(t260203_10,low,t260203_10,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260203_10,low,t260203_10,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260203_10,low,t260203_10,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t260203_10, high * 1.02, text=str.tostring(-5.2), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
