timestamp,tradingsymbol,transaction_type,quantity,average_price,order_status,order_id,SeqNo,PL_RATE,PL_AMOUNT,P&L Time,timestamp_gmt,suffix,Order_Time_Line,Long_Short_Line,Order_Line,PL_Line,PL_Callout,PL_Amt
1/14/2026 9:17,NIFTY-20Jan2026-25700-CE-NA,BUY,130,158.15,Traded,1.25226E+12,260114_1,,,,1/14/2026 3:47,CE,"t260114_1=timestamp('GMT',2026,1,14,3,47,47)",,"line.new(t260114_1,low,t260114_1,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260114_1?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/14/2026 9:18,NIFTY-20Jan2026-25700-CE-NA,SELL,130,150.95,Traded,1.40226E+12,260114_2,-7.2,-936,0:28,1/14/2026 3:48,CE,"t260114_2=timestamp('GMT',2026,1,14,3,48,15)","line.new(t260114_2,low,t260114_2,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260114_2,low,t260114_2,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260114_2,low,t260114_2,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t260114_2, high * 1.02, text=str.tostring(-7.2), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
1/14/2026 9:21,NIFTY-20Jan2026-25700-CE-NA,BUY,130,152.1,Traded,1.34226E+12,260114_3,,,,1/14/2026 3:51,CE,"t260114_3=timestamp('GMT',2026,1,14,3,51,40)",,"line.new(t260114_3,low,t260114_3,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260114_3?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/14/2026 11:20,NIFTY-20Jan2026-25700-CE-NA,SELL,130,166.1,Traded,1.11226E+14,260114_4,14,1820,119:10:00,1/14/2026 5:50,CE,"t260114_4=timestamp('GMT',2026,1,14,5,50,50)","line.new(t260114_4,low,t260114_4,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260114_4,low,t260114_4,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260114_4,low,t260114_4,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260114_4, high * 1.02, text=str.tostring(14.0), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
1/14/2026 12:36,NIFTY-20Jan2026-25800-CE-NA,BUY,195,118.85,Traded,1.13226E+14,260114_5,,,,1/14/2026 7:06,CE,"t260114_5=timestamp('GMT',2026,1,14,7,6,18)",,"line.new(t260114_5,low,t260114_5,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260114_5?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/14/2026 13:10,NIFTY-20Jan2026-26000-CE-NA,BUY,65,39.9,Traded,1.27226E+13,260114_6,,,,1/14/2026 7:40,CE,"t260114_6=timestamp('GMT',2026,1,14,7,40,41)",,"line.new(t260114_6,low,t260114_6,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260114_6?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/14/2026 13:21,NIFTY-20Jan2026-25800-CE-NA,SELL,195,95.6,Traded,1.30226E+13,260114_7,-23.2,-4534,10:40,1/14/2026 7:51,CE,"t260114_7=timestamp('GMT',2026,1,14,7,51,21)","line.new(t260114_7,low,t260114_7,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260114_7,low,t260114_7,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260114_7,low,t260114_7,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t260114_7, high * 1.02, text=str.tostring(-23.2), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
1/14/2026 13:21,NIFTY-20Jan2026-26000-CE-NA,SELL,65,35,Traded,1.31226E+13,260114_8,-4.9,-318,0:00,1/14/2026 7:51,CE,"t260114_8=timestamp('GMT',2026,1,14,7,51,21)","line.new(t260114_8,low,t260114_8,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260114_8,low,t260114_8,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260114_8,low,t260114_8,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t260114_8, high * 1.02, text=str.tostring(-4.9), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
1/14/2026 13:21,NIFTY-20Jan2026-25800-PE-NA,BUY,130,147.7,Traded,1.22226E+13,260114_9,,,,1/14/2026 7:51,PE,"t260114_9=timestamp('GMT',2026,1,14,7,51,31)",,"line.new(t260114_9,low,t260114_9,high,xloc.bar_time,extend.both,color.yellow,line.style_solid,2)",,,"plot(time==t260114_9?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/14/2026 13:38,NIFTY-20Jan2026-25800-PE-NA,SELL,130,177.5,Traded,1.31226E+13,260114_10,29.8,3874,16:39,1/14/2026 8:08,PE,"t260114_10=timestamp('GMT',2026,1,14,8,8,10)","line.new(t260114_10,low,t260114_10,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260114_10,low,t260114_10,high,xloc.bar_time,extend.both,color.blue,line.style_solid,1)","line.new(t260114_10,low,t260114_10,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260114_10, high * 1.02, text=str.tostring(29.8), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
1/14/2026 13:49,NIFTY-20Jan2026-25800-CE-NA,BUY,325,70.7,Traded,1.30226E+13,260114_11,,,,1/14/2026 8:19,CE,"t260114_11=timestamp('GMT',2026,1,14,8,19,19)",,"line.new(t260114_11,low,t260114_11,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260114_11?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/14/2026 14:15,NIFTY-20Jan2026-25800-CE-NA,SELL,325,71.1,Traded,1.18226E+14,260114_12,0.4,130,26:29:00,1/14/2026 8:45,CE,"t260114_12=timestamp('GMT',2026,1,14,8,45,48)","line.new(t260114_12,low,t260114_12,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260114_12,low,t260114_12,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260114_12,low,t260114_12,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260114_12, high * 1.02, text=str.tostring(0.4), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
1/14/2026 14:33,NIFTY-20Jan2026-25800-CE-NA,BUY,325,64.95,Traded,1.25226E+13,260114_13,,,,1/14/2026 9:03,CE,"t260114_13=timestamp('GMT',2026,1,14,9,3,46)",,"line.new(t260114_13,low,t260114_13,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260114_13?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/14/2026 14:39,NIFTY-20Jan2026-25800-CE-NA,SELL,325,71.85,Traded,1.38226E+13,260114_14,6.9,2242,5:32,1/14/2026 9:09,CE,"t260114_14=timestamp('GMT',2026,1,14,9,9,18)","line.new(t260114_14,low,t260114_14,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260114_14,low,t260114_14,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260114_14,low,t260114_14,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260114_14, high * 1.02, text=str.tostring(6.9), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
