timestamp,tradingsymbol,transaction_type,quantity,average_price,order_status,order_id,SeqNo,PL_RATE,PL_AMOUNT,P&L Time,timestamp_gmt,suffix,Order_Time_Line,Long_Short_Line,Order_Line,PL_Line,PL_Callout,PL_Amt
1/28/2026 9:36,NIFTY-03Feb2026-26500-CE-NA,BUY,65,10.6,Traded,1.34226E+12,260128_1,,,,1/28/2026 4:06,CE,"t260128_1=timestamp('GMT',2026,1,28,4,6,47)",,"line.new(t260128_1,low,t260128_1,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260128_1?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/28/2026 9:38,NIFTY-03Feb2026-26500-CE-NA,SELL,65,9.9,Traded,1.15226E+13,260128_2,-0.7,-45,1:25,1/28/2026 4:08,CE,"t260128_2=timestamp('GMT',2026,1,28,4,8,12)","line.new(t260128_2,low,t260128_2,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260128_2,low,t260128_2,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260128_2,low,t260128_2,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t260128_2, high * 1.02, text=str.tostring(-0.7), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
1/28/2026 9:56,NIFTY-03Feb2026-26500-CE-NA,BUY,65,9.95,Traded,1.27226E+13,260128_3,,,,1/28/2026 4:26,CE,"t260128_3=timestamp('GMT',2026,1,28,4,26,11)",,"line.new(t260128_3,low,t260128_3,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260128_3?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/28/2026 10:20,NIFTY-03Feb2026-25800-CE-NA,BUY,65,61.55,Traded,1.30226E+13,260128_4,,,,1/28/2026 4:50,CE,"t260128_4=timestamp('GMT',2026,1,28,4,50,28)",,"line.new(t260128_4,low,t260128_4,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260128_4?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/28/2026 10:59,NIFTY-03Feb2026-25800-CE-NA,SELL,65,63.6,Traded,1.33226E+13,260128_5,2.1,133,38:58:00,1/28/2026 5:29,CE,"t260128_5=timestamp('GMT',2026,1,28,5,29,26)","line.new(t260128_5,low,t260128_5,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260128_5,low,t260128_5,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260128_5,low,t260128_5,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260128_5, high * 1.02, text=str.tostring(2.1), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
1/28/2026 10:59,NIFTY-03Feb2026-26500-CE-NA,SELL,65,8.9,Traded,1.34226E+13,260128_6,-1,-68,0:00,1/28/2026 5:29,CE,"t260128_6=timestamp('GMT',2026,1,28,5,29,26)","line.new(t260128_6,low,t260128_6,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260128_6,low,t260128_6,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260128_6,low,t260128_6,high,xloc.bar_time,extend.both,color.red,line.style_solid,2)","label.new(t260128_6, high * 1.02, text=str.tostring(-1.0), xloc=xloc.bar_time, style=label.style_label_center, color=color.red, textcolor=color.white, size=size.small)",
1/28/2026 12:51,SENSEX-29Jan2026-82200-CE-NA,BUY,20,267.7,Traded,1.19426E+14,260128_7,,,,1/28/2026 7:21,CE,"t260128_7=timestamp('GMT',2026,1,28,7,21,6)",,"line.new(t260128_7,low,t260128_7,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260128_7?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/28/2026 13:17,SENSEX-29Jan2026-82200-CE-NA,SELL,20,297,Traded,1.19426E+14,260128_8,29.3,586,26:25:00,1/28/2026 7:47,CE,"t260128_8=timestamp('GMT',2026,1,28,7,47,31)","line.new(t260128_8,low,t260128_8,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260128_8,low,t260128_8,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260128_8,low,t260128_8,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260128_8, high * 1.02, text=str.tostring(29.3), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
1/28/2026 13:57,SENSEX-29Jan2026-82000-CE-NA,BUY,20,278.35,Traded,1.19426E+14,260128_9,,,,1/28/2026 8:27,CE,"t260128_9=timestamp('GMT',2026,1,28,8,27,46)",,"line.new(t260128_9,low,t260128_9,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)",,,"plot(time==t260128_9?None : na, style=plot.style_circles, color=color.red,linewidth=3)"
1/28/2026 14:00,SENSEX-29Jan2026-82000-CE-NA,SELL,20,297.4,Traded,1.13426E+14,260128_10,19,381,2:18,1/28/2026 8:30,CE,"t260128_10=timestamp('GMT',2026,1,28,8,30,4)","line.new(t260128_10,low,t260128_10,high,xloc.bar_time,extend.both,color.green,line.style_solid,1)","line.new(t260128_10,low,t260128_10,high,xloc.bar_time,extend.both,color.red,line.style_solid,1)","line.new(t260128_10,low,t260128_10,high,xloc.bar_time,extend.both,color.green,line.style_solid,2)","label.new(t260128_10, high * 1.02, text=str.tostring(19.0), xloc=xloc.bar_time, style=label.style_label_center, color=color.green, textcolor=color.white, size=size.small)",
