time,open,high,low,close
2026-09-10T14:58:57+05:30,132.8499529,132.8499529,132.6,132.6
2026-09-10T14:58:58+05:30,132.7249765,132.7249765,132.25,132.25
2026-09-10T14:59:00+05:30,132.4874882,132.85,132.4874882,132.85
2026-09-10T14:59:02+05:30,132.6687441,132.6687441,132.5,132.5
2026-09-10T14:59:03+05:30,132.5843721,132.5843721,132.4,132.4
2026-09-10T14:59:05+05:30,132.492186,132.492186,132.15,132.15
2026-09-10T14:59:07+05:30,132.321093,132.5,132.321093,132.5
2026-09-10T14:59:08+05:30,132.4105465,132.4105465,132.1,132.1
2026-09-10T14:59:10+05:30,132.2552733,132.2552733,132.2,132.2
2026-09-10T14:59:12+05:30,132.2276366,132.2276366,132.2,132.2
2026-09-10T14:59:13+05:30,132.2138183,132.2138183,131.7,131.7
2026-09-10T14:59:15+05:30,131.9569092,131.9569092,131.4,131.4
2026-09-10T14:59:16+05:30,131.6784546,131.6784546,131.4,131.4
2026-09-10T14:59:18+05:30,131.5392273,131.5392273,130.65,130.65
2026-09-10T14:59:20+05:30,131.0946136,131.0946136,130.25,130.25
2026-09-10T14:59:21+05:30,130.6723068,130.7,130.6723068,130.7
2026-09-10T14:59:23+05:30,130.6861534,130.6861534,130.4,130.4
2026-09-10T14:59:25+05:30,130.5430767,130.5430767,130.4,130.4
2026-09-10T14:59:26+05:30,130.4715384,130.7,130.4715384,130.7
2026-09-10T14:59:28+05:30,130.5857692,130.95,130.5857692,130.95
2026-09-10T14:59:30+05:30,130.7678846,131,130.7678846,131
2026-09-10T14:59:31+05:30,130.8839423,130.95,130.8839423,130.95
2026-09-10T14:59:33+05:30,130.9169711,131.55,130.9169711,131.55
2026-09-10T14:59:35+05:30,131.2334856,131.3,131.2334856,131.3
2026-09-10T14:59:36+05:30,131.2667428,132,131.2667428,132
2026-09-10T14:59:38+05:30,131.6333714,132.25,131.6333714,132.25
2026-09-10T14:59:40+05:30,131.9416857,131.9416857,131.8,131.8
2026-09-10T14:59:41+05:30,131.8708428,132.05,131.8708428,132.05
2026-09-10T14:59:43+05:30,131.9604214,131.9604214,131.4,131.4
2026-09-10T14:59:45+05:30,131.6802107,131.75,131.6802107,131.75
2026-09-10T14:59:46+05:30,131.7151054,131.7151054,131.4,131.4
2026-09-10T14:59:48+05:30,131.5575527,131.5575527,131.4,131.4
2026-09-10T14:59:50+05:30,131.4787763,131.85,131.4787763,131.85
2026-09-10T14:59:51+05:30,131.6643882,131.6643882,131.6,131.6
2026-09-10T14:59:53+05:30,131.6321941,132.15,131.6321941,132.15
2026-09-10T14:59:54+05:30,131.891097,131.891097,131.55,131.55
2026-09-10T14:59:56+05:30,131.7205485,131.95,131.7205485,131.95
2026-09-10T14:59:58+05:30,131.8352743,131.8352743,130.95,130.95
2026-09-10T14:59:59+05:30,131.3926371,131.3926371,131,131
2026-09-10T15:00:01+05:30,131.1963186,131.1963186,128.7,128.7
2026-09-10T15:00:03+05:30,129.9481593,129.9481593,128.65,128.65
2026-09-10T15:00:04+05:30,129.2990796,129.2990796,128.75,128.75
2026-09-10T15:00:06+05:30,129.0245398,129.0245398,128.15,128.15
2026-09-10T15:00:08+05:30,128.5872699,129.35,128.5872699,129.35
2026-09-10T15:00:10+05:30,128.968635,129.25,128.968635,129.25
2026-09-10T15:00:11+05:30,129.1093175,129.1093175,128.35,128.35
2026-09-10T15:00:13+05:30,128.7296587,128.7296587,127.25,127.25
2026-09-10T15:00:15+05:30,127.9898294,127.9898294,126.6,126.6
2026-09-10T15:00:16+05:30,127.2949147,127.2949147,126.3,126.3
2026-09-10T15:00:18+05:30,126.7974573,126.7974573,126.35,126.35
2026-09-10T15:00:20+05:30,126.5737287,126.5737287,125.2,125.2
2026-09-10T15:00:21+05:30,125.8868643,125.8868643,124.55,124.55
2026-09-10T15:00:23+05:30,125.2184322,125.2184322,124.35,124.35
2026-09-10T15:00:25+05:30,124.7842161,124.7842161,124.35,124.35
2026-09-10T15:00:26+05:30,124.567108,125.1,124.567108,125.1
2026-09-10T15:00:28+05:30,124.833554,126.2,124.833554,126.2
2026-09-10T15:00:30+05:30,125.516777,126.2,125.516777,126.2
2026-09-10T15:00:31+05:30,125.8583885,125.8583885,125.1,125.1
2026-09-10T15:00:33+05:30,125.4791943,125.4791943,125.1,125.1
2026-09-10T15:00:35+05:30,125.2895971,125.2895971,124.5,124.5
2026-09-10T15:00:36+05:30,124.8947986,124.8947986,124.55,124.55
2026-09-10T15:00:38+05:30,124.7223993,124.7223993,124.6,124.6
2026-09-10T15:00:40+05:30,124.6611996,125.85,124.6611996,125.85
2026-09-10T15:00:41+05:30,125.2555998,125.45,125.2555998,125.45
2026-09-10T15:00:43+05:30,125.3527999,125.3527999,124.9,124.9
2026-09-10T15:00:45+05:30,125.1264,125.1264,124.75,124.75
2026-09-10T15:00:46+05:30,124.9382,124.9382,124.8,124.8
2026-09-10T15:00:48+05:30,124.8691,125,124.8691,125
2026-09-10T15:00:49+05:30,124.93455,124.93455,124.55,124.55
2026-09-10T15:00:51+05:30,124.742275,124.742275,117.35,117.875
2026-09-10T15:00:53+05:30,121.3086375,121.3086375,116.5,117.625
2026-09-10T15:00:54+05:30,119.4668187,119.4668187,117.7,117.7
2026-09-10T15:00:56+05:30,118.5834094,118.5834094,117.2,117.2
2026-09-10T15:00:58+05:30,117.8917047,117.8917047,116.1,116.1
2026-09-10T15:00:59+05:30,116.9958523,116.9958523,113.4,113.925
2026-09-10T15:01:01+05:30,115.4604262,115.6,115.4604262,115.6
2026-09-10T15:01:03+05:30,115.5302131,115.6,115.5302131,115.6
2026-09-10T15:01:04+05:30,115.5651065,115.5651065,114.75,114.75
2026-09-10T15:01:06+05:30,115.1575533,115.85,115.1575533,115.85
2026-09-10T15:01:08+05:30,115.5037766,115.5037766,115.3,115.3
2026-09-10T15:01:09+05:30,115.4018883,115.4018883,114.8,114.8
2026-09-10T15:01:11+05:30,115.1009442,115.7,115.1009442,115.7
2026-09-10T15:01:13+05:30,115.4004721,116,115.4004721,116
2026-09-10T15:01:14+05:30,115.700236,116.1,115.700236,116.1
2026-09-10T15:01:16+05:30,115.900118,116.75,115.900118,116.75
2026-09-10T15:01:18+05:30,116.325059,116.9,116.325059,116.9
2026-09-10T15:01:19+05:30,116.6125295,117.45,116.6125295,117.45
2026-09-10T15:01:21+05:30,117.0312648,119.2,117.0312648,119.2
2026-09-10T15:01:23+05:30,118.1156324,118.2,118.1156324,118.2
2026-09-10T15:01:24+05:30,118.1578162,118.1578162,118.05,118.05
2026-09-10T15:01:26+05:30,118.1039081,118.5,118.1039081,118.5
2026-09-10T15:01:28+05:30,118.301954,119,118.301954,119
2026-09-10T15:01:29+05:30,118.650977,118.7,118.650977,118.7
2026-09-10T15:01:31+05:30,118.6754885,120.5,118.6754885,120.5
2026-09-10T15:01:33+05:30,119.5877443,120.15,119.5877443,120.15
2026-09-10T15:01:34+05:30,119.8688721,121.3,119.8688721,121.3
2026-09-10T15:01:36+05:30,120.5844361,120.75,120.5844361,120.75
2026-09-10T15:01:38+05:30,120.667218,121.1,120.667218,121.1
2026-09-10T15:01:39+05:30,120.883609,121.2,120.883609,121.2
2026-09-10T15:01:41+05:30,121.0418045,121.0418045,120.9,120.9
2026-09-10T15:01:43+05:30,120.9709023,120.9709023,120.7,120.7
2026-09-10T15:01:44+05:30,120.8354511,120.8354511,120.55,120.55
2026-09-10T15:01:46+05:30,120.6927256,120.6927256,119.2,119.2
2026-09-10T15:01:48+05:30,119.9463628,119.9463628,119.6,119.6
2026-09-10T15:01:49+05:30,119.7731814,119.7731814,119.4,119.4
2026-09-10T15:01:51+05:30,119.5865907,119.5865907,118.7,118.7
2026-09-10T15:01:53+05:30,119.1432953,119.1432953,118.5,118.5
2026-09-10T15:01:54+05:30,118.8216477,118.9,118.8216477,118.9
2026-09-10T15:01:56+05:30,118.8608238,118.8608238,118.8,118.8
2026-09-10T15:01:58+05:30,118.8304119,119.25,118.8304119,119.25
2026-09-10T15:01:59+05:30,119.040206,119.35,119.040206,119.35
2026-09-10T15:02:01+05:30,119.195103,119.6,119.195103,119.6
2026-09-10T15:02:03+05:30,119.3975515,119.3975515,119.2,119.2
2026-09-10T15:02:04+05:30,119.2987757,120.05,119.2987757,120.05
2026-09-10T15:02:06+05:30,119.6743879,120.15,119.6743879,120.15
2026-09-10T15:02:08+05:30,119.9121939,119.9121939,119.45,119.45
2026-09-10T15:02:09+05:30,119.681097,120.15,119.681097,120.15
2026-09-10T15:02:11+05:30,119.9155485,119.9155485,119.65,119.65
2026-09-10T15:02:13+05:30,119.7827742,119.7827742,119.2,119.2
2026-09-10T15:02:14+05:30,119.4913871,119.4913871,119,119
2026-09-10T15:02:16+05:30,119.2456936,119.2456936,118.8,118.8
2026-09-10T15:02:18+05:30,119.0228468,119.0228468,117.3,117.3
2026-09-10T15:02:19+05:30,118.1614234,118.1614234,117.5,117.5
2026-09-10T15:02:21+05:30,117.8307117,117.8307117,117.2,117.2
2026-09-10T15:02:23+05:30,117.5153558,117.5153558,117.45,117.45
2026-09-10T15:02:24+05:30,117.4826779,118.5,117.4826779,118.5
2026-09-10T15:02:26+05:30,117.991339,117.991339,117.95,117.95
2026-09-10T15:02:28+05:30,117.9706695,117.9706695,117.9,117.9
2026-09-10T15:02:29+05:30,117.9353347,117.95,117.9353347,117.95
2026-09-10T15:02:31+05:30,117.9426674,117.9426674,117.6,117.6
2026-09-10T15:02:33+05:30,117.7713337,117.7713337,117.05,117.05
2026-09-10T15:02:34+05:30,117.4106668,117.6,117.4106668,117.6
2026-09-10T15:02:36+05:30,117.5053334,117.5053334,117.35,117.35
2026-09-10T15:02:38+05:30,117.4276667,117.95,117.4276667,117.95
2026-09-10T15:02:39+05:30,117.6888334,118.3,117.6888334,118.3
2026-09-10T15:02:41+05:30,117.9944167,118.2,117.9944167,118.2
2026-09-10T15:02:43+05:30,118.0972083,118.0972083,117.25,117.25
2026-09-10T15:02:44+05:30,117.6736042,117.6736042,117.65,117.65
2026-09-10T15:02:46+05:30,117.6618021,117.6618021,117.2,117.2
2026-09-10T15:02:48+05:30,117.430901,117.430901,117.05,117.05
2026-09-10T15:02:49+05:30,117.2404505,117.2404505,115.7,115.7
2026-09-10T15:02:51+05:30,116.4702253,116.4702253,115.95,115.95
2026-09-10T15:02:53+05:30,116.2101126,116.2101126,116.2,116.2
2026-09-10T15:02:54+05:30,116.2050563,116.4,116.2050563,116.4
2026-09-10T15:02:56+05:30,116.3025282,116.75,116.3025282,116.75
2026-09-10T15:02:58+05:30,116.5262641,116.65,116.5262641,116.65
2026-09-10T15:02:59+05:30,116.588132,116.588132,116,116
2026-09-10T15:03:01+05:30,116.294066,116.6,116.294066,116.6
2026-09-10T15:03:03+05:30,116.447033,116.447033,115.8,115.8
2026-09-10T15:03:04+05:30,116.1235165,116.45,116.1235165,116.45
2026-09-10T15:03:06+05:30,116.2867583,116.65,116.2867583,116.65
2026-09-10T15:03:07+05:30,116.4683791,116.95,116.4683791,116.95
2026-09-10T15:03:09+05:30,116.7091896,116.8,116.7091896,116.8
2026-09-10T15:03:11+05:30,116.7545948,117.4,116.7545948,117.4
2026-09-10T15:03:12+05:30,117.0772974,117.55,117.0772974,117.55
2026-09-10T15:03:14+05:30,117.3136487,117.55,117.3136487,117.55
2026-09-10T15:03:16+05:30,117.4318243,117.4318243,116.9,116.9
2026-09-10T15:03:17+05:30,117.1659122,117.1659122,116.8,116.8
2026-09-10T15:03:19+05:30,116.9829561,116.9829561,116.7,116.7
2026-09-10T15:03:21+05:30,116.841478,117.05,116.841478,117.05
2026-09-10T15:03:22+05:30,116.945739,117.05,116.945739,117.05
2026-09-10T15:03:24+05:30,116.9978695,117.15,116.9978695,117.15
2026-09-10T15:03:26+05:30,117.0739348,117.4,117.0739348,117.4
2026-09-10T15:03:27+05:30,117.2369674,118,117.2369674,118
2026-09-10T15:03:29+05:30,117.6184837,119.75,117.6184837,119.75
2026-09-10T15:03:31+05:30,118.6842418,119.4,118.6842418,119.4
2026-09-10T15:03:32+05:30,119.0421209,119.1,119.0421209,119.1
2026-09-10T15:03:34+05:30,119.0710605,119.0710605,118.65,118.65
2026-09-10T15:03:36+05:30,118.8605302,118.8605302,118.45,118.45
2026-09-10T15:03:37+05:30,118.6552651,118.6552651,118.1,118.1
2026-09-10T15:03:39+05:30,118.3776326,118.3776326,118.15,118.15
2026-09-10T15:03:41+05:30,118.2638163,118.2638163,118,118
2026-09-10T15:03:42+05:30,118.1319081,118.1319081,117.95,117.95
2026-09-10T15:03:44+05:30,118.0409541,118.6,118.0409541,118.6
2026-09-10T15:03:46+05:30,118.320477,118.320477,118.3,118.3
2026-09-10T15:03:47+05:30,118.3102385,118.85,118.3102385,118.85
2026-09-10T15:03:49+05:30,118.5801193,119.45,118.5801193,119.45
2026-09-10T15:03:50+05:30,119.0150596,119.45,119.0150596,119.45
2026-09-10T15:03:52+05:30,119.2325298,119.3,119.2325298,119.3
2026-09-10T15:03:54+05:30,119.2662649,119.45,119.2662649,119.45
2026-09-10T15:03:55+05:30,119.3581325,119.3581325,118.85,118.85
2026-09-10T15:03:57+05:30,119.1040662,119.35,119.1040662,119.35
2026-09-10T15:03:59+05:30,119.2270331,119.35,119.2270331,119.35
2026-09-10T15:04:00+05:30,119.2885166,119.2885166,118.8,118.8
2026-09-10T15:04:02+05:30,119.0442583,119.0442583,118.85,118.85
2026-09-10T15:04:04+05:30,118.9471291,119.7,118.9471291,119.7
2026-09-10T15:04:05+05:30,119.3235646,120.2,119.3235646,120.2
2026-09-10T15:04:07+05:30,119.7617823,120.35,119.7617823,120.35
2026-09-10T15:04:09+05:30,120.0558911,120.0558911,119.85,119.85
2026-09-10T15:04:10+05:30,119.9529456,120.2,119.9529456,120.2
2026-09-10T15:04:12+05:30,120.0764728,120.35,120.0764728,120.35
2026-09-10T15:04:14+05:30,120.2132364,120.2132364,119.75,119.75
2026-09-10T15:04:15+05:30,119.9816182,119.9816182,119.1,119.1
2026-09-10T15:04:17+05:30,119.5408091,119.95,119.5408091,119.95
2026-09-10T15:04:19+05:30,119.7454045,119.8,119.7454045,119.8
2026-09-10T15:04:20+05:30,119.7727023,119.7727023,119.4,119.4
2026-09-10T15:04:22+05:30,119.5863511,119.5863511,119.35,119.35
2026-09-10T15:04:24+05:30,119.4681756,119.4681756,118.9,118.9
